observation_date,group_id,location_direction_id,direction,observed_hours,bicycles_per_observed_hour,counter_site,longitude,latitude,bike_share_stations_1km,bike_share_trip_ends_1km,cyclist_ksi_collisions_1km,cycling_network_km_1km,neighbourhood_id,neighbourhood_population,neighbourhood_low_income_pct,neighbourhood_improvement_area,day_of_week
2024-06-23,dd304ccf6d8b,18,Northbound,24.0,31.708333,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,6
2024-06-24,dd304ccf6d8b,18,Northbound,24.0,46.291667,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,0
2024-06-25,dd304ccf6d8b,18,Northbound,24.0,46.625,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,1
2024-06-26,dd304ccf6d8b,18,Northbound,24.0,43.416667,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,2
2024-06-27,dd304ccf6d8b,18,Northbound,24.0,53.083333,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,3
2024-06-28,dd304ccf6d8b,18,Northbound,24.0,49.916667,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,4
2024-06-29,dd304ccf6d8b,18,Northbound,24.0,25.041667,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,5
2024-06-30,dd304ccf6d8b,18,Northbound,24.0,40.958333,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,6
2024-06-01,dd304ccf6d8b,19,Southbound,24.0,48.083333,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,5
2024-06-02,dd304ccf6d8b,19,Southbound,24.0,30.375,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,6
2024-06-03,dd304ccf6d8b,19,Southbound,24.0,50.458333,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,0
2024-06-04,dd304ccf6d8b,19,Southbound,24.0,64.208333,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,1
2024-06-05,dd304ccf6d8b,19,Southbound,24.0,58.875,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,2
2024-06-06,dd304ccf6d8b,19,Southbound,24.0,59.375,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,3
2024-06-07,dd304ccf6d8b,19,Southbound,24.0,40.166667,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,4
2024-06-08,dd304ccf6d8b,19,Southbound,24.0,42.083333,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,5
2024-06-09,dd304ccf6d8b,19,Southbound,24.0,30.875,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,6
2024-06-10,dd304ccf6d8b,19,Southbound,24.0,50.458333,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,0
2024-06-11,dd304ccf6d8b,19,Southbound,24.0,58.458333,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,1
2024-06-12,dd304ccf6d8b,19,Southbound,24.0,65.833333,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,2
2024-06-13,dd304ccf6d8b,19,Southbound,24.0,57.083333,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,3
2024-06-14,dd304ccf6d8b,19,Southbound,24.0,54.791667,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,4
2024-06-15,dd304ccf6d8b,19,Southbound,24.0,45.708333,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,5
2024-06-16,dd304ccf6d8b,19,Southbound,24.0,40.583333,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,6
2024-06-17,dd304ccf6d8b,19,Southbound,24.0,55.916667,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,0
2024-06-18,dd304ccf6d8b,19,Southbound,24.0,47.666667,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,1
2024-06-19,dd304ccf6d8b,19,Southbound,24.0,59.291667,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,2
2024-06-20,dd304ccf6d8b,19,Southbound,24.0,50.041667,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,3
2024-06-21,dd304ccf6d8b,19,Southbound,24.0,44.5,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,4
2024-06-22,dd304ccf6d8b,19,Southbound,24.0,36.416667,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,5
2024-06-23,dd304ccf6d8b,19,Southbound,24.0,37.333333,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,6
2024-06-24,dd304ccf6d8b,19,Southbound,24.0,56.791667,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,0
2024-06-25,dd304ccf6d8b,19,Southbound,24.0,56.416667,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,1
2024-06-26,dd304ccf6d8b,19,Southbound,24.0,55.375,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,2
2024-06-27,dd304ccf6d8b,19,Southbound,24.0,62.875,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,3
2024-06-28,dd304ccf6d8b,19,Southbound,24.0,59.416667,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,4
2024-06-29,dd304ccf6d8b,19,Southbound,24.0,27.375,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,5
2024-06-30,dd304ccf6d8b,19,Southbound,24.0,45.583333,"Sherbourne St, north of Gerrard St",-79.3725671,43.662038,41,146509,6,10.3249,73,21490,23.3,0,6
2024-06-01,703d489beb74,22,Northbound,24.0,47.125,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,5
2024-06-02,703d489beb74,22,Northbound,24.0,31.041667,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,6
2024-06-03,703d489beb74,22,Northbound,24.0,48.583333,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,0
2024-06-04,703d489beb74,22,Northbound,24.0,55.916667,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,1
2024-06-05,703d489beb74,22,Northbound,24.0,54.375,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,2
2024-06-06,703d489beb74,22,Northbound,24.0,52.708333,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,3
2024-06-07,703d489beb74,22,Northbound,24.0,42.541667,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,4
2024-06-08,703d489beb74,22,Northbound,24.0,42.0,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,5
2024-06-09,703d489beb74,22,Northbound,24.0,32.916667,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,6
2024-06-10,703d489beb74,22,Northbound,24.0,50.625,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,0
2024-06-11,703d489beb74,22,Northbound,24.0,56.25,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,1
2024-06-12,703d489beb74,22,Northbound,24.0,63.791667,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,2
2024-06-13,703d489beb74,22,Northbound,24.0,53.625,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,3
2024-06-14,703d489beb74,22,Northbound,24.0,50.625,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,4
2024-06-15,703d489beb74,22,Northbound,24.0,42.833333,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,5
2024-06-16,703d489beb74,22,Northbound,24.0,41.958333,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,6
2024-06-17,703d489beb74,22,Northbound,24.0,49.666667,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,0
2024-06-18,703d489beb74,22,Northbound,24.0,44.416667,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,1
2024-06-19,703d489beb74,22,Northbound,24.0,55.583333,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,2
2024-06-20,703d489beb74,22,Northbound,24.0,44.708333,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,3
2024-06-21,703d489beb74,22,Northbound,24.0,43.208333,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,4
2024-06-22,703d489beb74,22,Northbound,24.0,39.166667,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,5
2024-06-23,703d489beb74,22,Northbound,24.0,36.875,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,6
2024-06-24,703d489beb74,22,Northbound,24.0,53.75,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,0
2024-06-25,703d489beb74,22,Northbound,24.0,55.166667,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,1
2024-06-26,703d489beb74,22,Northbound,24.0,47.333333,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,2
2024-06-27,703d489beb74,22,Northbound,24.0,57.083333,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,3
2024-06-28,703d489beb74,22,Northbound,24.0,51.708333,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,4
2024-06-29,703d489beb74,22,Northbound,24.0,24.666667,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,5
2024-06-30,703d489beb74,22,Northbound,24.0,41.583333,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,6
2024-06-01,703d489beb74,23,Southbound,24.0,53.958333,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,5
2024-06-02,703d489beb74,23,Southbound,24.0,39.208333,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,6
2024-06-03,703d489beb74,23,Southbound,24.0,59.666667,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,0
2024-06-04,703d489beb74,23,Southbound,24.0,73.583333,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,1
2024-06-05,703d489beb74,23,Southbound,24.0,70.375,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,2
2024-06-06,703d489beb74,23,Southbound,24.0,68.625,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,3
2024-06-07,703d489beb74,23,Southbound,24.0,49.375,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,4
2024-06-08,703d489beb74,23,Southbound,24.0,49.25,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,5
2024-06-09,703d489beb74,23,Southbound,24.0,40.166667,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,6
2024-06-10,703d489beb74,23,Southbound,24.0,60.833333,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,0
2024-06-11,703d489beb74,23,Southbound,24.0,66.75,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,1
2024-06-12,703d489beb74,23,Southbound,24.0,72.458333,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,2
2024-06-13,703d489beb74,23,Southbound,24.0,66.041667,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,3
2024-06-14,703d489beb74,23,Southbound,24.0,63.25,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,4
2024-06-15,703d489beb74,23,Southbound,24.0,54.625,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,5
2024-06-16,703d489beb74,23,Southbound,24.0,47.416667,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,6
2024-06-17,703d489beb74,23,Southbound,24.0,64.75,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,0
2024-06-18,703d489beb74,23,Southbound,24.0,55.5,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,1
2024-06-19,703d489beb74,23,Southbound,24.0,69.916667,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,2
2024-06-20,703d489beb74,23,Southbound,24.0,58.125,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,3
2024-06-21,703d489beb74,23,Southbound,24.0,56.583333,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,4
2024-06-22,703d489beb74,23,Southbound,24.0,47.208333,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,5
2024-06-23,703d489beb74,23,Southbound,24.0,44.0,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,6
2024-06-24,703d489beb74,23,Southbound,24.0,67.0,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,0
2024-06-25,703d489beb74,23,Southbound,24.0,70.083333,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,1
2024-06-26,703d489beb74,23,Southbound,24.0,64.25,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,2
2024-06-27,703d489beb74,23,Southbound,24.0,71.0,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,3
2024-06-28,703d489beb74,23,Southbound,24.0,66.208333,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,4
2024-06-29,703d489beb74,23,Southbound,24.0,32.5,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,5
2024-06-30,703d489beb74,23,Southbound,24.0,52.958333,"Sherbourne St, north of Wellesley St E",-79.375044,43.6679708,33,104350,6,12.1078,74,18535,21.9,0,6
2024-06-01,4dd7637aa9ad,26,Northbound,24.0,42.791667,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,5
2024-06-02,4dd7637aa9ad,26,Northbound,24.0,25.416667,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,6
2024-06-03,4dd7637aa9ad,26,Northbound,24.0,43.416667,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,0
2024-06-04,4dd7637aa9ad,26,Northbound,24.0,46.875,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,1
2024-06-05,4dd7637aa9ad,26,Northbound,24.0,47.625,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,2
2024-06-06,4dd7637aa9ad,26,Northbound,24.0,47.791667,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,3
2024-06-07,4dd7637aa9ad,26,Northbound,24.0,39.875,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,4
2024-06-08,4dd7637aa9ad,26,Northbound,24.0,33.375,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,5
2024-06-09,4dd7637aa9ad,26,Northbound,24.0,27.5,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,6
2024-06-10,4dd7637aa9ad,26,Northbound,24.0,42.791667,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,0
2024-06-11,4dd7637aa9ad,26,Northbound,24.0,45.125,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,1
2024-06-12,4dd7637aa9ad,26,Northbound,24.0,47.125,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,2
2024-06-13,4dd7637aa9ad,26,Northbound,24.0,48.708333,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,3
2024-06-14,4dd7637aa9ad,26,Northbound,24.0,43.916667,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,4
2024-06-15,4dd7637aa9ad,26,Northbound,24.0,40.25,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,5
2024-06-16,4dd7637aa9ad,26,Northbound,24.0,42.75,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,6
2024-06-17,4dd7637aa9ad,26,Northbound,24.0,42.291667,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,0
2024-06-18,4dd7637aa9ad,26,Northbound,24.0,41.666667,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,1
2024-06-19,4dd7637aa9ad,26,Northbound,24.0,47.833333,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,2
2024-06-20,4dd7637aa9ad,26,Northbound,24.0,37.916667,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,3
2024-06-21,4dd7637aa9ad,26,Northbound,24.0,46.416667,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,4
2024-06-22,4dd7637aa9ad,26,Northbound,24.0,39.291667,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,5
2024-06-23,4dd7637aa9ad,26,Northbound,24.0,33.375,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,6
2024-06-24,4dd7637aa9ad,26,Northbound,24.0,50.041667,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,0
2024-06-25,4dd7637aa9ad,26,Northbound,24.0,45.583333,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,1
2024-06-26,4dd7637aa9ad,26,Northbound,24.0,42.666667,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,2
2024-06-27,4dd7637aa9ad,26,Northbound,24.0,49.5,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,3
2024-06-28,4dd7637aa9ad,26,Northbound,24.0,43.458333,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,4
2024-06-29,4dd7637aa9ad,26,Northbound,24.0,25.208333,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,5
2024-06-30,4dd7637aa9ad,26,Northbound,24.0,18.5,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,6
2024-06-01,4dd7637aa9ad,27,Southbound,24.0,58.041667,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,5
2024-06-02,4dd7637aa9ad,27,Southbound,24.0,35.25,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,6
2024-06-03,4dd7637aa9ad,27,Southbound,24.0,51.541667,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,0
2024-06-04,4dd7637aa9ad,27,Southbound,24.0,61.791667,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,1
2024-06-05,4dd7637aa9ad,27,Southbound,24.0,65.083333,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,2
2024-06-06,4dd7637aa9ad,27,Southbound,24.0,61.708333,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,3
2024-06-07,4dd7637aa9ad,27,Southbound,24.0,51.125,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,4
2024-06-08,4dd7637aa9ad,27,Southbound,24.0,45.375,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,5
2024-06-09,4dd7637aa9ad,27,Southbound,24.0,38.75,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,6
2024-06-10,4dd7637aa9ad,27,Southbound,24.0,49.458333,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,0
2024-06-11,4dd7637aa9ad,27,Southbound,24.0,56.25,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,1
2024-06-12,4dd7637aa9ad,27,Southbound,24.0,65.958333,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,2
2024-06-13,4dd7637aa9ad,27,Southbound,24.0,61.958333,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,3
2024-06-14,4dd7637aa9ad,27,Southbound,24.0,60.75,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,4
2024-06-15,4dd7637aa9ad,27,Southbound,24.0,55.416667,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,5
2024-06-16,4dd7637aa9ad,27,Southbound,24.0,53.125,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,6
2024-06-17,4dd7637aa9ad,27,Southbound,24.0,53.791667,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,0
2024-06-18,4dd7637aa9ad,27,Southbound,24.0,53.416667,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,1
2024-06-19,4dd7637aa9ad,27,Southbound,24.0,58.208333,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,2
2024-06-20,4dd7637aa9ad,27,Southbound,24.0,51.166667,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,3
2024-06-21,4dd7637aa9ad,27,Southbound,24.0,58.375,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,4
2024-06-22,4dd7637aa9ad,27,Southbound,24.0,41.375,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,5
2024-06-23,4dd7637aa9ad,27,Southbound,24.0,35.666667,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,6
2024-06-24,4dd7637aa9ad,27,Southbound,24.0,64.125,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,0
2024-06-25,4dd7637aa9ad,27,Southbound,24.0,59.833333,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,1
2024-06-26,4dd7637aa9ad,27,Southbound,24.0,59.833333,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,2
2024-06-27,4dd7637aa9ad,27,Southbound,24.0,62.666667,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,3
2024-06-28,4dd7637aa9ad,27,Southbound,24.0,55.25,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,4
2024-06-29,4dd7637aa9ad,27,Southbound,24.0,34.041667,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,5
2024-06-30,4dd7637aa9ad,27,Southbound,24.0,24.958333,"Yonge St, north of Bloor St",-79.3868925,43.6705587,36,112823,7,12.6559,98,20080,8.8,0,6
2024-06-01,57ae88af98ae,28,Northbound,24.0,38.375,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,5
