observation_date,group_id,location_direction_id,direction,observed_hours,bicycles_per_observed_hour,counter_site,longitude,latitude,bike_share_stations_1km,bike_share_trip_ends_1km,cyclist_ksi_collisions_1km,cycling_network_km_1km,neighbourhood_id,neighbourhood_population,neighbourhood_low_income_pct,neighbourhood_improvement_area,day_of_week
2024-06-02,57ae88af98ae,28,Northbound,24.0,25.333333,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,6
2024-06-03,57ae88af98ae,28,Northbound,24.0,41.833333,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,0
2024-06-04,57ae88af98ae,28,Northbound,24.0,50.0,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,1
2024-06-05,57ae88af98ae,28,Northbound,24.0,53.541667,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,2
2024-06-06,57ae88af98ae,28,Northbound,24.0,47.083333,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,3
2024-06-07,57ae88af98ae,28,Northbound,24.0,37.666667,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,4
2024-06-08,57ae88af98ae,28,Northbound,24.0,35.583333,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,5
2024-06-09,57ae88af98ae,28,Northbound,24.0,27.375,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,6
2024-06-10,57ae88af98ae,28,Northbound,24.0,41.791667,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,0
2024-06-11,57ae88af98ae,28,Northbound,24.0,45.125,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,1
2024-06-12,57ae88af98ae,28,Northbound,24.0,54.041667,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,2
2024-06-13,57ae88af98ae,28,Northbound,24.0,51.833333,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,3
2024-06-14,57ae88af98ae,28,Northbound,24.0,48.416667,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,4
2024-06-15,57ae88af98ae,28,Northbound,24.0,39.875,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,5
2024-06-16,57ae88af98ae,28,Northbound,24.0,33.583333,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,6
2024-06-17,57ae88af98ae,28,Northbound,24.0,47.958333,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,0
2024-06-18,57ae88af98ae,28,Northbound,24.0,38.125,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,1
2024-06-19,57ae88af98ae,28,Northbound,24.0,45.666667,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,2
2024-06-20,57ae88af98ae,28,Northbound,24.0,39.875,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,3
2024-06-21,57ae88af98ae,28,Northbound,24.0,40.708333,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,4
2024-06-22,57ae88af98ae,28,Northbound,24.0,37.208333,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,5
2024-06-23,57ae88af98ae,28,Northbound,24.0,29.041667,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,6
2024-06-24,57ae88af98ae,28,Northbound,24.0,47.583333,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,0
2024-06-25,57ae88af98ae,28,Northbound,24.0,47.75,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,1
2024-06-26,57ae88af98ae,28,Northbound,24.0,41.875,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,2
2024-06-27,57ae88af98ae,28,Northbound,24.0,51.583333,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,3
2024-06-28,57ae88af98ae,28,Northbound,24.0,45.791667,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,4
2024-06-29,57ae88af98ae,28,Northbound,24.0,22.333333,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,5
2024-06-30,57ae88af98ae,28,Northbound,24.0,28.666667,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,6
2024-06-01,57ae88af98ae,29,Southbound,24.0,46.75,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,5
2024-06-02,57ae88af98ae,29,Southbound,24.0,30.208333,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,6
2024-06-03,57ae88af98ae,29,Southbound,24.0,46.708333,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,0
2024-06-04,57ae88af98ae,29,Southbound,24.0,57.375,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,1
2024-06-05,57ae88af98ae,29,Southbound,24.0,56.625,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,2
2024-06-06,57ae88af98ae,29,Southbound,24.0,61.708333,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,3
2024-06-07,57ae88af98ae,29,Southbound,24.0,43.0,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,4
2024-06-08,57ae88af98ae,29,Southbound,24.0,40.291667,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,5
2024-06-09,57ae88af98ae,29,Southbound,24.0,31.333333,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,6
2024-06-10,57ae88af98ae,29,Southbound,24.0,46.625,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,0
2024-06-11,57ae88af98ae,29,Southbound,24.0,53.083333,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,1
2024-06-12,57ae88af98ae,29,Southbound,24.0,62.541667,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,2
2024-06-13,57ae88af98ae,29,Southbound,24.0,60.375,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,3
2024-06-14,57ae88af98ae,29,Southbound,24.0,57.875,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,4
2024-06-15,57ae88af98ae,29,Southbound,24.0,44.125,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,5
2024-06-16,57ae88af98ae,29,Southbound,24.0,37.5,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,6
2024-06-17,57ae88af98ae,29,Southbound,24.0,53.166667,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,0
2024-06-18,57ae88af98ae,29,Southbound,24.0,47.375,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,1
2024-06-19,57ae88af98ae,29,Southbound,24.0,55.958333,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,2
2024-06-20,57ae88af98ae,29,Southbound,24.0,52.791667,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,3
2024-06-21,57ae88af98ae,29,Southbound,24.0,54.208333,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,4
2024-06-22,57ae88af98ae,29,Southbound,24.0,46.708333,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,5
2024-06-23,57ae88af98ae,29,Southbound,24.0,38.208333,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,6
2024-06-24,57ae88af98ae,29,Southbound,24.0,59.375,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,0
2024-06-25,57ae88af98ae,29,Southbound,24.0,55.916667,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,1
2024-06-26,57ae88af98ae,29,Southbound,24.0,52.166667,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,2
2024-06-27,57ae88af98ae,29,Southbound,24.0,57.25,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,3
2024-06-28,57ae88af98ae,29,Southbound,24.0,55.083333,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,4
2024-06-29,57ae88af98ae,29,Southbound,24.0,29.125,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,5
2024-06-30,57ae88af98ae,29,Southbound,24.0,35.458333,"Yonge St, north of Davenport Rd",-79.3880628,43.6734429,33,86756,8,11.0307,98,20080,8.8,0,6
2024-06-01,371f035ac73e,3,Eastbound,24.0,37.583333,"Bloor St W, west of Oakmount Rd",-79.4625696,43.6541459,15,15463,1,6.3015,87,22665,8.5,0,5
2024-06-02,371f035ac73e,3,Eastbound,24.0,17.0,"Bloor St W, west of Oakmount Rd",-79.4625696,43.6541459,15,15463,1,6.3015,87,22665,8.5,0,6
2024-06-03,371f035ac73e,3,Eastbound,24.0,33.416667,"Bloor St W, west of Oakmount Rd",-79.4625696,43.6541459,15,15463,1,6.3015,87,22665,8.5,0,0
2024-06-04,371f035ac73e,3,Eastbound,24.0,38.041667,"Bloor St W, west of Oakmount Rd",-79.4625696,43.6541459,15,15463,1,6.3015,87,22665,8.5,0,1
2024-06-05,371f035ac73e,3,Eastbound,24.0,33.291667,"Bloor St W, west of Oakmount Rd",-79.4625696,43.6541459,15,15463,1,6.3015,87,22665,8.5,0,2
2024-06-06,371f035ac73e,3,Eastbound,24.0,38.458333,"Bloor St W, west of Oakmount Rd",-79.4625696,43.6541459,15,15463,1,6.3015,87,22665,8.5,0,3
2024-06-07,371f035ac73e,3,Eastbound,24.0,27.916667,"Bloor St W, west of Oakmount Rd",-79.4625696,43.6541459,15,15463,1,6.3015,87,22665,8.5,0,4
2024-06-08,371f035ac73e,3,Eastbound,24.0,33.916667,"Bloor St W, west of Oakmount Rd",-79.4625696,43.6541459,15,15463,1,6.3015,87,22665,8.5,0,5
2024-06-09,371f035ac73e,3,Eastbound,24.0,25.708333,"Bloor St W, west of Oakmount Rd",-79.4625696,43.6541459,15,15463,1,6.3015,87,22665,8.5,0,6
2024-06-10,371f035ac73e,3,Eastbound,24.0,28.958333,"Bloor St W, west of Oakmount Rd",-79.4625696,43.6541459,15,15463,1,6.3015,87,22665,8.5,0,0
2024-06-11,371f035ac73e,3,Eastbound,24.0,32.625,"Bloor St W, west of Oakmount Rd",-79.4625696,43.6541459,15,15463,1,6.3015,87,22665,8.5,0,1
2024-06-12,371f035ac73e,3,Eastbound,24.0,40.125,"Bloor St W, west of Oakmount Rd",-79.4625696,43.6541459,15,15463,1,6.3015,87,22665,8.5,0,2
2024-06-13,371f035ac73e,3,Eastbound,24.0,36.208333,"Bloor St W, west of Oakmount Rd",-79.4625696,43.6541459,15,15463,1,6.3015,87,22665,8.5,0,3
2024-06-14,371f035ac73e,3,Eastbound,24.0,38.791667,"Bloor St W, west of Oakmount Rd",-79.4625696,43.6541459,15,15463,1,6.3015,87,22665,8.5,0,4
2024-06-15,371f035ac73e,3,Eastbound,24.0,40.041667,"Bloor St W, west of Oakmount Rd",-79.4625696,43.6541459,15,15463,1,6.3015,87,22665,8.5,0,5
2024-06-16,371f035ac73e,3,Eastbound,24.0,35.083333,"Bloor St W, west of Oakmount Rd",-79.4625696,43.6541459,15,15463,1,6.3015,87,22665,8.5,0,6
2024-06-17,371f035ac73e,3,Eastbound,24.0,32.25,"Bloor St W, west of Oakmount Rd",-79.4625696,43.6541459,15,15463,1,6.3015,87,22665,8.5,0,0
2024-06-18,371f035ac73e,3,Eastbound,24.0,28.833333,"Bloor St W, west of Oakmount Rd",-79.4625696,43.6541459,15,15463,1,6.3015,87,22665,8.5,0,1
2024-06-19,371f035ac73e,3,Eastbound,24.0,37.416667,"Bloor St W, west of Oakmount Rd",-79.4625696,43.6541459,15,15463,1,6.3015,87,22665,8.5,0,2
2024-06-20,371f035ac73e,3,Eastbound,24.0,29.0,"Bloor St W, west of Oakmount Rd",-79.4625696,43.6541459,15,15463,1,6.3015,87,22665,8.5,0,3
2024-06-21,371f035ac73e,3,Eastbound,24.0,30.875,"Bloor St W, west of Oakmount Rd",-79.4625696,43.6541459,15,15463,1,6.3015,87,22665,8.5,0,4
2024-06-22,371f035ac73e,3,Eastbound,24.0,27.625,"Bloor St W, west of Oakmount Rd",-79.4625696,43.6541459,15,15463,1,6.3015,87,22665,8.5,0,5
2024-06-23,371f035ac73e,3,Eastbound,24.0,27.958333,"Bloor St W, west of Oakmount Rd",-79.4625696,43.6541459,15,15463,1,6.3015,87,22665,8.5,0,6
2024-06-24,371f035ac73e,3,Eastbound,24.0,39.458333,"Bloor St W, west of Oakmount Rd",-79.4625696,43.6541459,15,15463,1,6.3015,87,22665,8.5,0,0
2024-06-25,371f035ac73e,3,Eastbound,24.0,35.166667,"Bloor St W, west of Oakmount Rd",-79.4625696,43.6541459,15,15463,1,6.3015,87,22665,8.5,0,1
2024-06-26,371f035ac73e,3,Eastbound,24.0,30.708333,"Bloor St W, west of Oakmount Rd",-79.4625696,43.6541459,15,15463,1,6.3015,87,22665,8.5,0,2
2024-06-27,371f035ac73e,3,Eastbound,24.0,39.416667,"Bloor St W, west of Oakmount Rd",-79.4625696,43.6541459,15,15463,1,6.3015,87,22665,8.5,0,3
2024-06-28,371f035ac73e,3,Eastbound,24.0,34.875,"Bloor St W, west of Oakmount Rd",-79.4625696,43.6541459,15,15463,1,6.3015,87,22665,8.5,0,4
2024-06-29,371f035ac73e,3,Eastbound,24.0,15.458333,"Bloor St W, west of Oakmount Rd",-79.4625696,43.6541459,15,15463,1,6.3015,87,22665,8.5,0,5
2024-06-30,371f035ac73e,3,Eastbound,24.0,27.75,"Bloor St W, west of Oakmount Rd",-79.4625696,43.6541459,15,15463,1,6.3015,87,22665,8.5,0,6
2024-06-01,94bfa38aeefb,30,Northbound,24.0,37.416667,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,5
2024-06-02,94bfa38aeefb,30,Northbound,24.0,24.0,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,6
2024-06-03,94bfa38aeefb,30,Northbound,24.0,41.875,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,0
2024-06-04,94bfa38aeefb,30,Northbound,24.0,52.208333,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,1
2024-06-05,94bfa38aeefb,30,Northbound,24.0,52.333333,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,2
2024-06-06,94bfa38aeefb,30,Northbound,24.0,47.291667,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,3
2024-06-07,94bfa38aeefb,30,Northbound,24.0,35.375,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,4
2024-06-08,94bfa38aeefb,30,Northbound,24.0,30.916667,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,5
2024-06-09,94bfa38aeefb,30,Northbound,24.0,24.708333,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,6
2024-06-10,94bfa38aeefb,30,Northbound,24.0,41.458333,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,0
2024-06-11,94bfa38aeefb,30,Northbound,24.0,46.333333,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,1
2024-06-12,94bfa38aeefb,30,Northbound,24.0,54.375,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,2
2024-06-13,94bfa38aeefb,30,Northbound,24.0,47.916667,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,3
2024-06-14,94bfa38aeefb,30,Northbound,24.0,46.416667,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,4
2024-06-15,94bfa38aeefb,30,Northbound,24.0,39.083333,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,5
2024-06-16,94bfa38aeefb,30,Northbound,24.0,31.125,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,6
2024-06-17,94bfa38aeefb,30,Northbound,24.0,46.416667,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,0
2024-06-18,94bfa38aeefb,30,Northbound,24.0,38.458333,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,1
2024-06-19,94bfa38aeefb,30,Northbound,24.0,46.083333,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,2
2024-06-20,94bfa38aeefb,30,Northbound,24.0,40.333333,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,3
2024-06-21,94bfa38aeefb,30,Northbound,24.0,38.416667,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,4
2024-06-22,94bfa38aeefb,30,Northbound,24.0,34.375,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,5
2024-06-23,94bfa38aeefb,30,Northbound,24.0,27.708333,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,6
2024-06-24,94bfa38aeefb,30,Northbound,24.0,49.708333,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,0
2024-06-25,94bfa38aeefb,30,Northbound,24.0,45.708333,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,1
2024-06-26,94bfa38aeefb,30,Northbound,24.0,41.333333,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,2
2024-06-27,94bfa38aeefb,30,Northbound,24.0,52.833333,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,3
2024-06-28,94bfa38aeefb,30,Northbound,24.0,42.541667,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,4
2024-06-29,94bfa38aeefb,30,Northbound,24.0,19.541667,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,5
2024-06-30,94bfa38aeefb,30,Northbound,24.0,26.916667,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,6
2024-06-23,94bfa38aeefb,31,Southbound,24.0,21.208333,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,6
2024-06-24,94bfa38aeefb,31,Southbound,24.0,18.291667,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,0
2024-06-25,94bfa38aeefb,31,Southbound,24.0,21.75,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,1
2024-06-26,94bfa38aeefb,31,Southbound,24.0,33.125,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,2
2024-06-27,94bfa38aeefb,31,Southbound,24.0,59.291667,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,3
2024-06-28,94bfa38aeefb,31,Southbound,24.0,54.708333,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,4
2024-06-29,94bfa38aeefb,31,Southbound,24.0,23.041667,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,5
2024-06-30,94bfa38aeefb,31,Southbound,24.0,34.041667,"Yonge St, north of Macpherson Ave",-79.3905663,43.6795414,12,17040,6,9.3474,98,20080,8.8,0,6
2024-06-01,bebc08f4b69f,32,Northbound,24.0,34.208333,"Yonge St, north of St Clair Ave",-79.3944265,43.6888532,12,9643,3,10.3063,98,20080,8.8,0,5
2024-06-02,bebc08f4b69f,32,Northbound,24.0,20.291667,"Yonge St, north of St Clair Ave",-79.3944265,43.6888532,12,9643,3,10.3063,98,20080,8.8,0,6
2024-06-03,bebc08f4b69f,32,Northbound,24.0,32.0,"Yonge St, north of St Clair Ave",-79.3944265,43.6888532,12,9643,3,10.3063,98,20080,8.8,0,0
2024-06-04,bebc08f4b69f,32,Northbound,24.0,39.125,"Yonge St, north of St Clair Ave",-79.3944265,43.6888532,12,9643,3,10.3063,98,20080,8.8,0,1
2024-06-05,bebc08f4b69f,32,Northbound,24.0,35.833333,"Yonge St, north of St Clair Ave",-79.3944265,43.6888532,12,9643,3,10.3063,98,20080,8.8,0,2
2024-06-06,bebc08f4b69f,32,Northbound,24.0,35.791667,"Yonge St, north of St Clair Ave",-79.3944265,43.6888532,12,9643,3,10.3063,98,20080,8.8,0,3
2024-06-07,bebc08f4b69f,32,Northbound,24.0,25.416667,"Yonge St, north of St Clair Ave",-79.3944265,43.6888532,12,9643,3,10.3063,98,20080,8.8,0,4
2024-06-08,bebc08f4b69f,32,Northbound,24.0,25.458333,"Yonge St, north of St Clair Ave",-79.3944265,43.6888532,12,9643,3,10.3063,98,20080,8.8,0,5
2024-06-09,bebc08f4b69f,32,Northbound,24.0,20.166667,"Yonge St, north of St Clair Ave",-79.3944265,43.6888532,12,9643,3,10.3063,98,20080,8.8,0,6
2024-06-10,bebc08f4b69f,32,Northbound,24.0,29.791667,"Yonge St, north of St Clair Ave",-79.3944265,43.6888532,12,9643,3,10.3063,98,20080,8.8,0,0
2024-06-11,bebc08f4b69f,32,Northbound,24.0,35.208333,"Yonge St, north of St Clair Ave",-79.3944265,43.6888532,12,9643,3,10.3063,98,20080,8.8,0,1
2024-06-12,bebc08f4b69f,32,Northbound,24.0,40.375,"Yonge St, north of St Clair Ave",-79.3944265,43.6888532,12,9643,3,10.3063,98,20080,8.8,0,2
2024-06-13,bebc08f4b69f,32,Northbound,24.0,35.791667,"Yonge St, north of St Clair Ave",-79.3944265,43.6888532,12,9643,3,10.3063,98,20080,8.8,0,3
2024-06-14,bebc08f4b69f,32,Northbound,24.0,34.583333,"Yonge St, north of St Clair Ave",-79.3944265,43.6888532,12,9643,3,10.3063,98,20080,8.8,0,4
2024-06-15,bebc08f4b69f,32,Northbound,24.0,26.666667,"Yonge St, north of St Clair Ave",-79.3944265,43.6888532,12,9643,3,10.3063,98,20080,8.8,0,5
2024-06-16,bebc08f4b69f,32,Northbound,24.0,23.416667,"Yonge St, north of St Clair Ave",-79.3944265,43.6888532,12,9643,3,10.3063,98,20080,8.8,0,6
2024-06-17,bebc08f4b69f,32,Northbound,24.0,32.5,"Yonge St, north of St Clair Ave",-79.3944265,43.6888532,12,9643,3,10.3063,98,20080,8.8,0,0
2024-06-18,bebc08f4b69f,32,Northbound,24.0,28.583333,"Yonge St, north of St Clair Ave",-79.3944265,43.6888532,12,9643,3,10.3063,98,20080,8.8,0,1
2024-06-19,bebc08f4b69f,32,Northbound,24.0,34.041667,"Yonge St, north of St Clair Ave",-79.3944265,43.6888532,12,9643,3,10.3063,98,20080,8.8,0,2
2024-06-20,bebc08f4b69f,32,Northbound,24.0,29.833333,"Yonge St, north of St Clair Ave",-79.3944265,43.6888532,12,9643,3,10.3063,98,20080,8.8,0,3
2024-06-21,bebc08f4b69f,32,Northbound,24.0,29.375,"Yonge St, north of St Clair Ave",-79.3944265,43.6888532,12,9643,3,10.3063,98,20080,8.8,0,4
2024-06-22,bebc08f4b69f,32,Northbound,24.0,26.791667,"Yonge St, north of St Clair Ave",-79.3944265,43.6888532,12,9643,3,10.3063,98,20080,8.8,0,5
2024-06-23,bebc08f4b69f,32,Northbound,24.0,20.666667,"Yonge St, north of St Clair Ave",-79.3944265,43.6888532,12,9643,3,10.3063,98,20080,8.8,0,6
2024-06-24,bebc08f4b69f,32,Northbound,24.0,36.541667,"Yonge St, north of St Clair Ave",-79.3944265,43.6888532,12,9643,3,10.3063,98,20080,8.8,0,0
2024-06-25,bebc08f4b69f,32,Northbound,24.0,35.416667,"Yonge St, north of St Clair Ave",-79.3944265,43.6888532,12,9643,3,10.3063,98,20080,8.8,0,1
2024-06-26,bebc08f4b69f,32,Northbound,24.0,30.875,"Yonge St, north of St Clair Ave",-79.3944265,43.6888532,12,9643,3,10.3063,98,20080,8.8,0,2
2024-06-27,bebc08f4b69f,32,Northbound,24.0,37.291667,"Yonge St, north of St Clair Ave",-79.3944265,43.6888532,12,9643,3,10.3063,98,20080,8.8,0,3
2024-06-28,bebc08f4b69f,32,Northbound,24.0,33.125,"Yonge St, north of St Clair Ave",-79.3944265,43.6888532,12,9643,3,10.3063,98,20080,8.8,0,4
2024-06-29,bebc08f4b69f,32,Northbound,24.0,15.458333,"Yonge St, north of St Clair Ave",-79.3944265,43.6888532,12,9643,3,10.3063,98,20080,8.8,0,5
2024-06-30,bebc08f4b69f,32,Northbound,24.0,21.625,"Yonge St, north of St Clair Ave",-79.3944265,43.6888532,12,9643,3,10.3063,98,20080,8.8,0,6
